Datum;Eroeffnung;Hoch;Tief;Schluss
02.01.2017; 59.39; 60.25; 58.95; 60.02
03.01.2017; 59.90; 60.66; 59.75; 60.13
04.01.2017; 60.32; 60.32; 59.32; 59.40
05.01.2017; 59.19; 59.56; 58.66; 58.78
06.01.2017; 58.76; 59.90; 58.70; 59.67
09.01.2017; 59.90; 59.95; 59.23; 59.29
10.01.2017; 59.01; 59.67; 58.75; 59.29
11.01.2017; 59.30; 60.31; 59.09; 59.73
12.01.2017; 59.47; 59.47; 58.10; 58.93
13.01.2017; 59.05; 59.20; 58.73; 58.95
16.01.2017; 59.22; 59.40; 58.90; 59.33
17.01.2017; 58.95; 59.00; 57.96; 58.40
18.01.2017; 58.64; 58.89; 58.19; 58.75
19.01.2017; 58.70; 59.09; 58.25; 58.44
20.01.2017; 58.50; 59.05; 58.25; 58.66
23.01.2017; 58.50; 58.70; 58.20; 58.65
24.01.2017; 58.76; 59.41; 58.56; 59.19
25.01.2017; 59.50; 59.82; 59.05; 59.22
26.01.2017; 59.47; 60.39; 59.36; 60.34
27.01.2017; 61.00; 61.62; 60.72; 61.49
30.01.2017; 61.30; 61.67; 60.58; 60.89
31.01.2017; 60.80; 61.00; 59.54; 59.86
01.02.2017; 60.30; 60.50; 58.94; 58.98
02.02.2017; 58.85; 58.87; 58.03; 58.65
03.02.2017; 58.85; 59.21; 58.50; 59.06
06.02.2017; 59.29; 59.40; 58.94; 59.18
07.02.2017; 59.50; 59.82; 59.20; 59.34
08.02.2017; 59.57; 59.80; 59.20; 59.25
09.02.2017; 59.36; 60.37; 59.15; 60.06
10.02.2017; 60.28; 60.60; 60.14; 60.15
13.02.2017; 60.50; 61.21; 60.20; 61.06
14.02.2017; 60.50; 61.07; 60.50; 61.06
15.02.2017; 61.09; 61.40; 60.56; 60.85
16.02.2017; 61.00; 61.16; 60.37; 60.44
17.02.2017; 60.60; 60.81; 60.39; 60.91
20.02.2017; 61.20; 61.29; 61.07; 61.28
21.02.2017; 61.35; 61.62; 61.08; 61.13
22.02.2017; 61.42; 61.52; 60.65; 60.91
23.02.2017; 60.97; 61.21; 60.67; 61.07
24.02.2017; 61.01; 61.29; 60.42; 61.16
27.02.2017; 61.26; 61.40; 60.26; 60.65
28.02.2017; 60.64; 60.64; 60.11; 60.38
01.03.2017; 60.65; 61.65; 60.65; 61.55
02.03.2017; 61.64; 61.80; 60.82; 60.91
03.03.2017; 60.86; 60.90; 60.34; 60.49
06.03.2017; 60.70; 61.02; 60.00; 60.74
07.03.2017; 60.77; 61.23; 60.60; 60.91
08.03.2017; 60.90; 61.71; 60.88; 61.63
09.03.2017; 61.63; 61.70; 60.87; 61.18
10.03.2017; 61.17; 61.47; 60.63; 60.77
13.03.2017; 60.65; 61.08; 60.58; 60.80
14.03.2017; 60.80; 60.88; 60.34; 60.76
15.03.2017; 60.79; 60.84; 60.43; 60.28
16.03.2017; 60.45; 60.68; 59.86; 60.04
17.03.2017; 59.91; 60.59; 59.82; 60.44
20.03.2017; 60.50; 60.60; 60.17; 60.38
21.03.2017; 60.30; 60.54; 59.16; 59.28
22.03.2017; 59.34; 60.36; 59.05; 60.21
23.03.2017; 60.27; 60.47; 60.06; 60.17
24.03.2017; 60.50; 60.57; 59.89; 60.21
27.03.2017; 59.65; 60.03; 59.10; 59.91
28.03.2017; 60.00; 60.63; 59.51; 60.39
29.03.2017; 60.45; 60.80; 60.35; 60.78
30.03.2017; 60.93; 61.57; 60.74; 61.53
31.03.2017; 61.50; 61.95; 61.22; 61.74
03.04.2017; 61.90; 62.00; 61.17; 61.42
04.04.2017; 61.36; 61.72; 61.00; 61.62
05.04.2017; 61.70; 62.30; 61.34; 61.41
06.04.2017; 61.23; 61.93; 61.15; 61.76
07.04.2017; 61.41; 62.32; 61.28; 62.00
10.04.2017; 62.40; 62.40; 61.66; 61.88
11.04.2017; 61.90; 62.02; 61.10; 61.75
12.04.2017; 61.84; 62.03; 61.31; 61.19
13.04.2017; 61.26; 61.97; 61.11; 61.18
18.04.2017; 61.71; 61.71; 60.90; 60.91
19.04.2017; 61.04; 61.30; 60.52; 60.69
20.04.2017; 60.85; 61.38; 60.48; 61.12
21.04.2017; 61.28; 62.39; 61.15; 62.04
24.04.2017; 61.87; 62.32; 61.80; 62.11
25.04.2017; 62.31; 62.42; 61.92; 62.11
26.04.2017; 62.31; 62.83; 62.04; 62.18
27.04.2017; 62.20; 62.89; 62.17; 62.79
28.04.2017; 62.30; 63.29; 62.15; 62.85
02.05.2017; 63.76; 63.95; 63.35; 63.42
03.05.2017; 63.49; 63.57; 62.97; 63.40
04.05.2017; 63.45; 63.55; 62.52; 62.63
05.05.2017; 62.70; 63.00; 62.33; 62.73
08.05.2017; 63.01; 63.24; 62.54; 63.07
09.05.2017; 63.16; 63.59; 63.03; 63.49
10.05.2017; 63.40; 64.00; 63.20; 63.79
11.05.2017; 64.00; 64.00; 62.73; 63.03
12.05.2017; 62.98; 63.18; 62.35; 62.55
15.05.2017; 62.80; 62.87; 61.55; 62.33
16.05.2017; 62.20; 62.52; 61.46; 62.63
17.05.2017; 62.25; 62.40; 60.45; 60.49
18.05.2017; 60.25; 61.30; 60.20; 60.93
19.05.2017; 60.90; 60.91; 60.43; 60.41
22.05.2017; 60.74; 60.94; 60.04; 60.91
23.05.2017; 60.70; 61.47; 60.70; 61.42
24.05.2017; 61.50; 61.50; 61.19; 61.32
25.05.2017; 61.50; 62.09; 61.29; 62.05
26.05.2017; 62.24; 62.75; 62.00; 62.64
29.05.2017; 62.59; 62.80; 62.41; 62.49
30.05.2017; 62.82; 62.94; 62.43; 62.93
31.05.2017; 62.97; 63.20; 62.19; 62.18
01.06.2017; 62.35; 62.90; 61.90; 62.53
02.06.2017; 62.80; 63.61; 62.34; 63.59
05.06.2017; 63.90; 64.75; 63.57; 64.21
06.06.2017; 64.13; 64.45; 64.00; 64.31
07.06.2017; 64.43; 64.89; 63.96; 64.24
08.06.2017; 64.34; 64.71; 63.77; 64.15
09.06.2017; 64.10; 64.80; 61.48; 62.72
12.06.2017; 62.87; 62.95; 60.81; 62.27
13.06.2017; 62.33; 63.17; 62.33; 63.04
14.06.2017; 63.00; 63.34; 62.00; 62.64
15.06.2017; 62.46; 62.85; 61.73; 62.70
16.06.2017; 62.66; 62.98; 61.92; 62.48
19.06.2017; 62.60; 63.55; 62.60; 63.55
20.06.2017; 63.70; 63.70; 62.80; 62.80
21.06.2017; 62.55; 63.32; 62.37; 63.00
22.06.2017; 63.32; 63.44; 62.49; 63.01
23.06.2017; 63.17; 63.43; 62.55; 63.61
26.06.2017; 63.80; 64.00; 63.05; 63.08
27.06.2017; 63.14; 63.18; 61.04; 60.99
28.06.2017; 60.90; 61.41; 60.40; 61.31
29.06.2017; 61.49; 61.52; 59.52; 59.87
30.06.2017; 59.79; 60.71; 59.60; 60.36
03.07.2017; 60.55; 61.09; 59.90; 60.02
04.07.2017; 59.95; 60.25; 59.90; 60.05
05.07.2017; 60.14; 61.19; 59.87; 60.91
06.07.2017; 60.84; 60.90; 59.84; 60.05
07.07.2017; 60.06; 61.12; 59.95; 60.88
10.07.2017; 61.10; 61.59; 60.90; 61.40
11.07.2017; 61.54; 61.91; 60.97; 61.06
12.07.2017; 61.15; 62.38; 61.00; 62.33
13.07.2017; 62.19; 63.22; 62.19; 62.91
14.07.2017; 62.80; 63.76; 62.66; 63.44
17.07.2017; 63.80; 63.96; 63.40; 63.89
18.07.2017; 63.80; 64.00; 62.89; 63.40
19.07.2017; 63.70; 64.26; 63.65; 64.11
20.07.2017; 64.40; 64.65; 63.18; 63.86
21.07.2017; 63.80; 64.84; 62.71; 63.21
24.07.2017; 63.30; 63.40; 62.88; 63.32
25.07.2017; 63.03; 63.81; 62.88; 63.72
26.07.2017; 63.74; 63.98; 62.99; 63.17
27.07.2017; 63.21; 63.78; 61.96; 62.64
28.07.2017; 62.45; 62.45; 61.77; 62.11
31.07.2017; 62.13; 62.60; 61.47; 61.44
01.08.2017; 61.76; 62.02; 61.54; 61.49
02.08.2017; 61.66; 61.66; 60.07; 60.95
03.08.2017; 60.90; 61.04; 60.61; 60.75
04.08.2017; 60.75; 62.11; 60.61; 61.67
07.08.2017; 61.85; 62.07; 61.34; 61.38
08.08.2017; 61.24; 62.26; 60.77; 61.96
09.08.2017; 61.82; 61.85; 61.32; 61.63
10.08.2017; 61.70; 61.80; 60.65; 60.65
11.08.2017; 60.43; 61.38; 60.43; 61.32
14.08.2017; 61.70; 62.51; 61.61; 62.44
15.08.2017; 62.40; 62.78; 62.26; 62.38
