Datum;Eroeffnung;Hoch;Tief;Schluss
02.01.2017; 148.63; 149.57; 147.60; 149.25
03.01.2017; 149.80; 151.12; 149.48; 150.86
04.01.2017; 151.29; 152.00; 149.74; 151.26
05.01.2017; 150.40; 151.52; 148.80; 149.74
06.01.2017; 150.68; 151.03; 149.69; 151.04
09.01.2017; 150.84; 152.03; 150.26; 149.90
10.01.2017; 149.71; 151.16; 149.46; 150.65
11.01.2017; 149.49; 152.58; 149.49; 150.73
12.01.2017; 149.30; 149.73; 147.60; 149.00
13.01.2017; 149.31; 150.00; 149.22; 149.31
16.01.2017; 148.51; 150.40; 148.51; 150.10
17.01.2017; 148.85; 149.44; 146.72; 147.30
18.01.2017; 148.32; 148.40; 147.06; 148.84
19.01.2017; 147.95; 150.49; 147.86; 149.14
20.01.2017; 149.29; 150.19; 148.70; 149.13
23.01.2017; 149.30; 149.30; 146.50; 146.96
24.01.2017; 147.38; 149.53; 146.65; 149.57
25.01.2017; 150.00; 157.00; 150.00; 155.68
26.01.2017; 156.75; 159.18; 155.75; 158.43
27.01.2017; 158.91; 159.56; 156.40; 156.78
30.01.2017; 154.97; 157.79; 153.69; 154.79
31.01.2017; 154.13; 154.36; 151.01; 151.45
01.02.2017; 152.37; 153.12; 151.94; 152.22
02.02.2017; 152.28; 152.28; 148.95; 150.78
03.02.2017; 151.10; 151.95; 150.95; 150.65
06.02.2017; 151.34; 152.65; 151.26; 152.51
07.02.2017; 154.40; 156.47; 153.92; 155.75
08.02.2017; 155.60; 156.00; 153.39; 153.26
09.02.2017; 154.31; 154.83; 153.14; 154.06
10.02.2017; 155.62; 155.96; 154.22; 156.26
13.02.2017; 156.76; 159.36; 155.18; 158.55
14.02.2017; 158.93; 159.88; 157.18; 159.30
15.02.2017; 158.24; 160.32; 158.24; 159.68
16.02.2017; 159.96; 159.96; 158.90; 160.02
17.02.2017; 159.68; 162.89; 159.57; 162.80
20.02.2017; 162.80; 163.75; 162.29; 163.18
21.02.2017; 164.25; 166.96; 164.01; 166.43
22.02.2017; 167.98; 167.98; 166.00; 165.96
23.02.2017; 166.31; 167.00; 165.65; 167.13
24.02.2017; 166.18; 168.68; 165.31; 168.00
27.02.2017; 168.64; 170.15; 167.71; 169.43
28.02.2017; 169.89; 171.16; 169.50; 170.10
01.03.2017; 171.94; 175.32; 171.01; 174.43
02.03.2017; 174.71; 176.70; 173.81; 174.16
03.03.2017; 173.36; 174.20; 171.42; 171.56
06.03.2017; 170.77; 171.80; 170.30; 170.98
07.03.2017; 170.00; 172.48; 170.00; 172.20
08.03.2017; 172.53; 172.69; 172.19; 172.38
09.03.2017; 173.34; 173.34; 169.50; 170.66
10.03.2017; 169.88; 171.96; 166.59; 167.22
13.03.2017; 165.60; 167.99; 164.20; 168.11
14.03.2017; 168.67; 170.09; 167.19; 168.52
15.03.2017; 168.76; 168.76; 166.89; 166.41
16.03.2017; 166.61; 167.88; 165.20; 165.56
17.03.2017; 166.70; 167.46; 165.01; 167.77
20.03.2017; 167.34; 168.19; 165.93; 166.98
21.03.2017; 166.20; 167.17; 162.41; 162.72
22.03.2017; 161.84; 163.53; 161.65; 163.82
23.03.2017; 164.32; 164.87; 164.19; 164.30
24.03.2017; 165.44; 165.46; 161.93; 162.94
27.03.2017; 161.81; 162.44; 159.60; 162.15
28.03.2017; 163.41; 164.47; 161.79; 163.99
29.03.2017; 165.58; 166.19; 163.86; 164.88
30.03.2017; 164.88; 166.72; 164.38; 166.64
31.03.2017; 166.99; 166.99; 165.58; 165.76
03.04.2017; 166.90; 167.00; 164.83; 165.53
04.04.2017; 165.90; 167.55; 164.95; 167.49
05.04.2017; 166.78; 168.76; 166.78; 165.84
06.04.2017; 164.98; 166.56; 164.73; 166.70
07.04.2017; 166.01; 168.63; 166.01; 168.81
10.04.2017; 169.99; 169.99; 168.00; 167.63
11.04.2017; 168.09; 168.39; 166.86; 168.35
12.04.2017; 169.10; 169.12; 165.30; 165.16
13.04.2017; 165.00; 166.29; 164.64; 165.42
18.04.2017; 169.11; 169.11; 165.42; 165.69
19.04.2017; 164.77; 167.52; 164.77; 166.49
20.04.2017; 166.96; 167.63; 165.47; 167.31
21.04.2017; 167.62; 168.44; 167.62; 168.52
24.04.2017; 168.00; 168.76; 167.20; 167.55
25.04.2017; 167.25; 168.12; 166.44; 167.83
26.04.2017; 167.98; 168.48; 165.67; 166.62
27.04.2017; 167.69; 169.15; 166.79; 168.51
28.04.2017; 168.50; 169.15; 166.83; 169.63
02.05.2017; 166.55; 168.36; 166.29; 167.89
03.05.2017; 167.32; 168.65; 166.91; 168.31
04.05.2017; 169.02; 169.14; 166.50; 166.66
05.05.2017; 167.02; 168.10; 166.51; 168.25
08.05.2017; 169.77; 170.43; 168.17; 170.18
09.05.2017; 171.14; 171.91; 170.40; 171.94
10.05.2017; 172.00; 172.00; 167.97; 168.51
11.05.2017; 167.36; 169.50; 167.36; 169.32
12.05.2017; 169.80; 169.84; 167.84; 167.62
15.05.2017; 168.98; 168.98; 166.50; 166.23
16.05.2017; 165.03; 166.30; 164.50; 164.81
17.05.2017; 163.66; 163.68; 160.10; 160.18
18.05.2017; 160.20; 161.53; 158.00; 159.61
19.05.2017; 158.97; 159.99; 158.97; 161.35
22.05.2017; 162.77; 163.93; 161.80; 163.40
23.05.2017; 163.99; 164.34; 163.03; 164.13
24.05.2017; 163.47; 165.55; 163.47; 165.17
25.05.2017; 166.55; 166.88; 165.66; 166.83
26.05.2017; 166.12; 168.07; 165.90; 167.02
29.05.2017; 166.50; 167.58; 166.43; 167.19
30.05.2017; 167.05; 167.75; 166.54; 167.02
31.05.2017; 166.56; 166.56; 166.56; 167.21
01.06.2017; 167.78; 167.78; 166.62; 167.07
02.06.2017; 166.76; 169.73; 166.15; 168.55
05.06.2017; 167.66; 170.19; 167.66; 168.17
06.06.2017; 167.68; 167.68; 166.44; 165.61
07.06.2017; 165.58; 166.86; 165.58; 166.84
08.06.2017; 167.16; 170.00; 167.14; 169.37
09.06.2017; 170.21; 170.66; 169.60; 169.73
12.06.2017; 170.45; 170.45; 167.67; 169.68
13.06.2017; 169.26; 170.94; 169.09; 170.55
14.06.2017; 170.97; 171.80; 169.76; 171.52
15.06.2017; 171.78; 175.05; 169.85; 175.34
16.06.2017; 176.46; 176.76; 173.98; 175.40
19.06.2017; 174.46; 178.71; 174.46; 178.71
20.06.2017; 179.85; 180.85; 178.46; 179.05
21.06.2017; 177.54; 179.18; 177.24; 177.90
22.06.2017; 177.55; 179.31; 177.55; 178.91
23.06.2017; 178.91; 180.36; 178.10; 180.57
26.06.2017; 182.12; 182.33; 179.51; 178.88
27.06.2017; 179.21; 179.21; 175.37; 175.30
28.06.2017; 174.18; 176.36; 174.18; 175.36
29.06.2017; 175.90; 175.90; 171.73; 172.62
30.06.2017; 172.62; 174.07; 172.62; 173.15
03.07.2017; 172.03; 175.52; 172.03; 174.61
04.07.2017; 175.66; 176.58; 174.33; 175.63
05.07.2017; 176.22; 178.10; 174.97; 177.98
06.07.2017; 178.56; 178.56; 176.61; 176.46
07.07.2017; 175.92; 178.06; 175.92; 177.47
10.07.2017; 177.53; 179.04; 177.03; 178.97
11.07.2017; 178.70; 180.26; 178.70; 180.04
12.07.2017; 179.85; 182.74; 179.85; 180.76
13.07.2017; 181.61; 182.17; 179.93; 180.87
14.07.2017; 181.26; 182.75; 180.73; 181.75
17.07.2017; 182.84; 183.70; 182.00; 182.02
18.07.2017; 181.77; 183.25; 179.18; 180.19
19.07.2017; 181.16; 182.94; 180.06; 183.08
20.07.2017; 184.75; 184.75; 180.51; 180.95
21.07.2017; 180.54; 181.93; 180.00; 181.81
24.07.2017; 180.61; 183.29; 180.61; 182.38
25.07.2017; 182.41; 183.36; 181.60; 182.46
26.07.2017; 183.25; 198.95; 182.03; 199.18
27.07.2017; 198.06; 207.07; 197.84; 206.45
28.07.2017; 205.18; 206.14; 203.54; 205.41
31.07.2017; 205.90; 209.37; 205.12; 204.91
01.08.2017; 206.29; 206.96; 203.00; 202.90
02.08.2017; 203.43; 203.90; 200.66; 200.73
03.08.2017; 201.55; 201.93; 199.14; 200.58
04.08.2017; 200.59; 202.90; 199.88; 201.41
07.08.2017; 204.13; 204.79; 200.79; 203.65
08.08.2017; 203.68; 204.94; 202.74; 203.83
09.08.2017; 201.50; 203.90; 199.89; 199.29
10.08.2017; 200.02; 200.50; 197.65; 197.82
11.08.2017; 196.14; 198.86; 195.07; 198.68
14.08.2017; 200.29; 201.67; 199.74; 201.09
15.08.2017; 201.27; 204.49; 201.27; 203.78
16.08.2017; 204.88; 206.43; 202.23; 201.89
17.08.2017; 202.44; 202.50; 200.28; 200.80
18.08.2017; 200.08; 201.50; 199.88; 200.46
21.08.2017; 201.40; 201.40; 198.27; 199.50
22.08.2017; 199.40; 204.01; 199.40; 203.87
23.08.2017; 204.62; 204.90; 201.22; 201.44
24.08.2017; 201.79; 201.79; 200.77; 202.29
25.08.2017; 203.58; 203.58; 198.79; 197.82
28.08.2017; 198.02; 198.63; 196.63; 197.99
29.08.2017; 198.51; 201.03; 195.11; 200.95
30.08.2017; 201.99; 202.35; 200.88; 202.17
31.08.2017; 201.86; 203.37; 201.11; 201.29
01.09.2017; 202.04; 203.63; 200.95; 202.58
04.09.2017; 201.99; 202.29; 200.16; 201.48
05.09.2017; 202.62; 202.67; 199.07; 198.87
06.09.2017; 198.63; 200.00; 196.87; 196.95
07.09.2017; 197.32; 197.32; 194.33; 196.65
08.09.2017; 196.44; 198.65; 195.13; 198.41
11.09.2017; 199.20; 201.58; 199.20; 201.19
12.09.2017; 201.01; 202.01; 199.66; 200.97
13.09.2017; 200.05; 204.07; 200.05; 203.44
14.09.2017; 203.62; 206.54; 203.51; 206.09
15.09.2017; 205.29; 209.16; 204.79; 208.57
18.09.2017; 211.50; 212.79; 208.60; 211.77
19.09.2017; 212.00; 212.34; 210.20; 210.60
20.09.2017; 211.45; 214.26; 209.97; 214.81
21.09.2017; 217.23; 217.23; 214.04; 214.69
22.09.2017; 215.96; 216.39; 212.97; 214.77
25.09.2017; 217.00; 217.00; 212.20; 214.63
26.09.2017; 215.48; 217.40; 215.12; 215.21
27.09.2017; 216.61; 219.93; 214.88; 217.24
28.09.2017; 217.78; 218.17; 213.22; 215.85
29.09.2017; 216.69; 216.69; 214.10; 215.07
02.10.2017; 215.68; 218.13; 215.68; 217.94
03.10.2017; 219.99; 219.99; 217.70; 217.80
04.10.2017; 218.08; 218.35; 216.05; 217.34
05.10.2017; 218.74; 221.04; 215.76; 221.14
